Time,Temperature_Room_Sensor,Temperature_Exterior_Sensor,Lighting_Room_Sensor,state_window,state_bed,real_action
14:36,14,15,55,0.67,2.9,5
21:30,29,17,66,1.13,1.33,5
08:28,20,16,39,0.05,1.83,6
14:08,20,16,25,0.57,2.13,7
10:07,19,23,77,0.83,1.45,0
17:37,19,17,34,1.91,2.19,1
18:50,20,17,71,1.73,0.19,2
11:03,19,17,87,1.82,2.68,3
18:19,20,15,45,1.46,2.87,4
12:32,15,16,51,1.39,0.17,5
21:20,21,17,40,1.43,1.61,5
18:12,18,16,38,1.54,2.29,6
19:40,20,17,30,0.64,2.83,7
07:37,18,26,62,0.65,1.47,0
18:42,20,15,31,1.43,1.08,1
18:48,18,15,88,1.59,0.97,2
11:30,18,17,69,0.93,1.49,3
19:46,20,16,55,1.21,2.96,4
14:11,17,17,69,1.72,2.71,5
21:30,28,16,86,1.53,1.21,5
11:41,19,16,32,0.29,0.59,6
14:35,20,15,34,0.28,2.13,7
14:26,18,23,62,0.5,1.96,0
17:08,18,17,38,1.56,1.05,1
17:41,20,17,53,1.58,0.83,2
11:47,20,16,83,1.25,1.09,3
15:29,20,15,40,1.79,2.61,4
07:08,17,15,76,0.08,2.82,5
17:18,28,16,72,1.41,2.14,5
19:56,18,16,35,0.3,2.08,6
21:31,20,17,22,0.92,0.45,7
08:16,20,23,98,0.12,2.74,0
18:24,18,16,40,1.33,0.34,1
17:17,20,17,82,2.0,0.81,2
11:49,18,15,70,0.89,3.0,3
18:34,18,17,88,1.07,2.99,4
21:20,16,17,87,1.95,0.19,5
20:04,25,15,87,0.37,2.21,5
21:01,18,17,31,0.54,0.4,6
16:09,18,17,32,0.51,1.53,7
16:10,20,24,88,0.87,2.68,0
18:08,20,15,31,1.62,0.65,1
18:36,19,16,55,1.95,0.95,2
11:11,20,17,61,1.43,2.29,3
11:50,19,15,56,1.62,2.08,4
12:03,15,17,52,0.79,2.64,5
20:42,28,16,84,0.52,1.24,5
08:39,19,17,36,0.83,1.6,6
14:31,19,15,27,0.26,2.48,7
10:52,18,22,58,0.32,0.84,0
17:59,20,17,30,1.95,2.78,1
17:39,18,17,85,0.57,0.42,2
11:53,19,15,58,0.75,0.76,3
19:17,19,17,66,0.46,2.95,4
08:17,14,15,58,1.46,1.08,5
07:12,28,16,51,1.01,0.59,5
20:42,18,16,39,1.01,2.62,6
14:35,20,16,20,0.63,2.52,7
11:06,19,22,65,0.24,1.38,0
18:52,19,17,30,1.7,0.28,1
18:10,20,17,57,1.33,0.98,2
11:55,20,17,86,1.98,1.01,3
11:09,20,17,88,1.49,2.4,4
17:21,15,17,70,1.79,0.9,5
07:01,23,17,82,1.03,2.73,5
07:01,19,15,36,1.84,2.22,6
18:09,18,16,22,0.46,0.86,7
07:39,19,25,87,0.17,0.13,0
17:44,18,15,39,1.86,2.7,1
17:43,18,16,56,0.65,0.93,2
11:50,18,16,82,1.54,2.36,3
13:14,18,17,76,0.94,2.52,4
14:53,15,17,53,0.03,1.08,5
16:28,28,16,41,1.34,0.94,5
12:00,19,15,35,0.37,0.03,6
21:24,20,16,28,0.76,0.77,7
09:56,18,25,99,0.38,1.44,0
18:00,19,15,37,1.46,2.86,1
18:24,20,15,48,0.85,0.62,2
11:20,19,17,89,1.91,2.46,3
11:02,19,15,72,0.06,2.56,4
20:24,15,17,48,0.6,2.63,5
12:10,24,15,70,1.33,2.84,5
08:09,20,16,31,1.7,1.74,6
16:13,18,15,36,0.55,3.0,7
15:21,18,25,95,0.88,1.98,0
18:11,19,15,31,1.85,2.2,1
17:06,19,17,55,0.13,0.0,2
11:29,20,17,71,0.71,0.76,3
07:31,19,15,70,0.66,2.12,4
13:54,14,17,49,0.54,1.4,5
11:21,23,17,70,0.5,2.28,5
08:32,18,17,38,0.94,2.8,6
15:19,18,17,33,0.76,0.43,7
12:22,20,25,51,0.84,1.02,0
17:45,19,17,38,1.5,1.32,1
17:03,20,15,45,0.16,0.85,2
11:19,20,17,81,0.97,0.4,3
11:30,20,15,88,1.19,2.5,4
09:32,16,17,63,1.66,1.24,5
20:04,21,15,41,0.11,1.08,5
21:17,19,17,37,0.87,2.28,6
14:58,18,16,37,0.39,1.7,7
11:43,18,21,75,0.75,0.45,0
18:06,20,16,40,1.28,2.68,1
17:45,18,15,51,0.51,0.25,2
11:30,18,17,58,0.07,2.46,3
07:13,20,16,45,0.03,2.98,4
16:06,16,15,88,0.46,0.63,5
11:07,29,15,69,1.76,2.43,5
15:55,19,17,38,0.83,2.57,6
17:25,20,15,25,0.32,2.22,7
07:15,18,24,95,0.75,0.15,0
17:57,19,15,34,1.96,2.13,1
17:01,18,17,72,1.71,0.69,2
11:53,19,15,80,0.15,1.17,3
10:32,18,16,90,1.26,2.9,4
11:36,14,16,79,1.22,2.55,5
14:20,21,16,41,0.37,1.99,5
09:41,19,17,35,1.97,2.7,6
17:23,18,15,31,0.95,1.46,7
10:19,20,21,86,0.51,2.42,0
17:57,19,16,34,1.59,1.81,1
17:39,19,17,52,0.13,0.72,2
11:06,19,17,76,0.6,0.91,3
21:23,18,17,75,0.61,2.0,4
09:05,16,16,83,0.82,0.42,5
16:44,25,15,81,0.49,1.74,5
17:58,20,15,31,1.86,1.82,6
21:08,18,17,25,0.92,1.48,7
12:39,19,23,55,0.74,1.75,0
17:27,20,15,30,1.14,1.83,1
18:06,20,17,79,0.2,0.81,2
11:59,20,15,90,1.21,2.0,3
19:17,18,17,53,0.56,2.99,4
18:01,14,15,61,1.12,0.43,5
12:52,27,16,54,0.07,0.36,5
10:34,19,17,38,0.99,0.09,6
14:24,19,17,25,0.78,0.49,7
13:25,18,22,59,0.9,0.18,0
18:53,20,16,36,1.43,2.76,1
17:10,20,15,70,1.56,0.79,2
11:13,18,16,78,1.36,2.21,3
11:47,20,16,63,1.18,2.45,4
07:49,15,15,54,1.27,0.62,5
13:53,24,15,65,1.02,2.31,5
08:24,19,15,30,1.38,1.57,6
14:08,20,16,37,0.26,1.76,7
08:31,18,22,86,0.99,1.72,0
18:05,19,15,33,1.84,2.64,1
17:00,19,16,47,0.21,0.66,2
11:56,19,17,49,0.02,2.04,3
16:49,20,15,58,1.97,2.07,4
20:32,17,17,84,1.16,1.93,5
09:39,26,16,75,0.86,0.2,5
07:09,18,15,32,1.1,1.44,6
15:19,19,15,38,0.4,1.91,7
14:19,19,24,93,0.56,1.7,0
17:48,19,15,40,1.34,2.0,1
18:53,20,16,56,0.3,0.3,2
11:22,20,16,64,0.76,2.3,3
16:05,18,16,69,0.98,2.88,4
11:18,17,15,65,1.65,2.58,5
11:50,24,15,44,1.17,2.74,5
14:57,19,17,38,1.2,0.74,6
18:09,19,17,30,0.59,1.0,7
11:57,20,23,80,0.86,0.14,0
17:09,20,16,30,1.42,0.16,1
18:01,20,17,71,0.44,0.04,2
11:39,19,15,48,0.07,0.35,3
16:02,20,17,43,0.88,2.03,4
10:11,17,16,46,0.64,2.96,5
07:22,27,17,64,1.92,1.4,5
17:42,18,16,36,1.72,0.25,6
21:31,20,15,25,0.63,0.96,7
07:29,18,24,97,0.94,0.03,0
17:48,19,15,36,1.63,1.45,1
17:24,18,16,75,1.41,0.45,2
11:50,19,16,84,0.93,0.79,3
11:02,20,17,58,0.08,2.12,4
08:58,17,16,50,1.83,0.26,5
08:20,28,17,53,1.47,1.67,5
08:07,20,15,30,1.81,0.51,6
15:12,19,15,22,0.28,2.01,7
07:48,18,26,69,0.29,2.99,0
17:35,18,17,35,1.79,2.8,1
17:37,19,17,79,0.42,0.52,2
11:44,20,16,69,0.58,2.62,3
21:36,19,16,65,1.51,2.17,4
08:23,14,17,54,0.42,2.17,5
15:03,28,16,83,1.92,2.67,5
15:36,18,15,34,0.18,2.18,6
15:09,18,17,29,0.35,2.0,7
16:36,20,26,78,0.43,2.05,0
17:29,19,15,40,1.82,2.88,1
18:28,19,15,77,0.29,0.16,2
11:26,20,16,67,0.53,2.71,3
07:11,18,17,89,0.19,2.39,4
13:37,17,15,84,0.76,1.96,5
13:13,27,17,57,0.72,2.85,5
14:42,20,17,31,1.44,1.34,6
19:39,18,15,35,0.92,0.39,7
15:25,19,23,82,0.25,1.82,0
18:58,18,17,31,1.4,0.98,1
17:02,19,17,85,1.6,0.63,2
11:49,20,16,72,0.88,2.64,3
17:47,19,17,79,1.39,2.57,4
19:54,16,15,86,1.4,2.27,5
08:51,27,17,88,1.74,1.46,5
21:45,18,15,36,1.46,0.69,6
19:47,19,16,26,0.11,2.3,7
10:36,18,26,91,0.28,0.87,0
18:48,19,15,31,1.79,0.17,1
18:28,18,15,62,0.92,0.89,2
11:50,18,17,89,0.17,1.36,3
17:55,20,17,83,1.73,2.44,4
09:15,17,16,83,0.16,0.98,5
07:22,25,17,45,0.43,1.87,5
18:33,18,15,35,1.56,1.04,6
14:06,19,16,28,0.48,1.08,7
13:38,18,26,42,0.07,2.74,0
18:51,20,17,34,1.38,2.21,1
18:39,18,17,48,0.21,0.01,2
11:33,20,16,74,1.41,2.46,3
19:22,20,15,84,0.72,2.59,4
18:52,16,17,76,0.35,1.26,5
12:22,26,15,64,1.37,2.95,5
19:14,20,16,39,0.37,2.72,6
19:59,18,16,25,0.25,1.32,7
09:51,19,23,85,0.63,2.36,0
18:32,19,17,30,1.34,2.46,1
17:25,20,17,86,1.93,0.28,2
11:08,18,16,61,0.34,0.47,3
19:15,20,15,66,1.65,2.77,4
18:08,17,17,81,0.41,2.19,5
11:09,29,17,81,1.52,0.08,5
17:46,19,16,34,0.91,0.42,6
20:02,18,16,38,0.5,2.48,7
11:08,20,23,97,0.02,1.68,0
18:18,20,17,35,1.9,2.42,1
18:56,20,16,85,0.15,0.41,2
11:31,19,15,77,0.28,1.22,3
20:38,19,16,51,1.94,2.18,4
17:01,17,15,90,0.77,1.12,5
10:38,25,16,80,1.95,1.78,5
15:26,19,17,38,0.83,0.71,6
21:31,20,17,34,0.42,1.4,7
07:24,18,24,91,0.36,0.61,0
18:46,20,16,38,1.14,1.99,1
17:34,20,16,78,0.86,0.04,2
11:44,20,15,56,1.02,0.71,3
15:12,18,17,86,1.13,2.51,4
12:59,16,16,48,1.24,1.46,5
09:26,21,16,74,0.64,0.28,5
13:15,18,17,32,0.69,1.89,6
18:52,18,15,20,0.62,1.99,7
15:25,18,22,96,0.01,2.39,0
17:43,19,15,36,1.98,1.41,1
18:13,19,15,68,1.15,0.79,2
11:06,18,15,76,1.69,2.49,3
07:32,18,16,62,1.88,2.69,4
21:31,17,15,42,0.95,1.4,5
08:00,27,16,66,1.13,1.26,5
21:15,20,17,39,1.92,0.37,6
20:14,18,15,39,0.35,2.34,7
16:56,20,24,58,0.47,2.94,0
18:30,19,16,40,1.39,0.48,1
18:12,19,16,65,1.43,0.08,2
11:31,18,16,89,1.52,0.6,3
16:15,19,15,64,1.97,2.75,4
14:51,17,16,48,0.37,0.15,5
17:50,26,15,49,1.85,2.7,5
19:42,19,15,35,1.22,2.69,6
20:26,18,16,27,0.26,1.07,7
09:31,20,23,62,0.39,2.47,0
18:34,18,17,33,2.0,1.22,1
18:03,19,17,69,0.19,0.13,2
11:26,19,15,79,0.59,1.96,3
16:57,20,16,47,0.42,2.82,4
20:17,17,15,80,0.48,2.41,5
09:23,23,17,72,1.91,0.99,5
12:14,20,17,30,1.63,2.26,6
21:09,20,17,25,0.77,1.07,7
14:13,20,23,62,0.26,1.14,0
18:47,18,16,33,1.56,0.43,1
17:27,18,17,73,1.77,0.15,2
11:19,18,15,75,1.77,2.12,3
07:10,18,16,65,1.49,2.36,4
15:44,14,15,79,1.28,1.32,5
08:49,21,15,78,1.28,2.87,5
15:55,18,15,37,1.58,2.8,6
16:19,19,15,23,0.09,1.92,7
07:22,20,22,44,0.22,1.46,0
17:31,19,16,38,1.37,1.01,1
17:10,19,15,48,0.04,0.75,2
11:33,19,16,78,0.6,2.04,3
09:36,18,17,81,0.5,2.99,4
08:23,15,17,85,1.94,2.77,5
21:19,26,17,57,0.57,0.02,5
14:47,18,17,35,1.2,0.2,6
19:54,19,15,26,0.92,2.98,7
16:13,20,24,58,0.24,1.22,0
18:54,19,16,31,1.54,0.69,1
17:53,20,15,85,1.89,0.5,2
11:27,19,17,46,0.14,0.62,3
15:32,19,15,84,0.7,2.83,4
16:44,14,16,66,1.87,2.6,5
07:13,23,15,71,1.64,1.15,5
09:42,20,17,30,0.56,1.83,6
18:05,20,15,27,0.64,2.93,7
10:30,19,22,91,0.51,0.02,0
17:10,19,15,35,1.26,2.49,1
18:41,19,16,78,1.83,0.08,2
11:08,20,17,57,1.45,0.07,3
17:22,18,16,83,1.21,2.55,4
17:01,16,17,59,1.86,1.47,5
13:42,27,15,49,1.01,2.92,5
19:55,20,15,32,0.32,2.64,6
15:47,19,17,30,0.94,2.79,7
08:42,19,22,85,0.55,1.87,0
18:52,20,15,31,1.46,2.5,1
18:31,18,17,50,0.79,0.76,2
11:55,19,17,65,1.87,2.88,3
14:10,18,15,69,0.48,2.95,4
11:42,17,16,81,0.78,2.93,5
07:37,29,17,80,0.87,1.92,5
11:45,19,16,33,0.66,2.06,6
20:05,20,15,28,0.44,2.42,7
14:43,19,24,69,0.31,0.69,0
17:49,20,17,37,1.47,1.2,1
18:29,18,16,85,1.55,0.84,2
11:38,20,16,67,1.11,1.8,3
10:12,19,16,65,0.36,2.0,4
21:46,17,15,83,0.26,1.38,5
14:50,26,16,46,1.23,1.24,5
16:15,19,17,31,1.15,1.64,6
18:15,19,16,30,0.04,0.41,7
07:47,18,24,89,0.1,1.81,0
18:56,20,17,40,1.76,2.38,1
17:06,18,16,56,1.85,0.27,2
11:46,20,16,87,1.65,1.12,3
15:11,18,16,45,1.48,2.71,4
17:18,17,16,71,0.71,0.24,5
18:56,28,15,79,1.44,1.85,5
10:28,19,17,33,0.21,0.42,6
18:51,20,17,35,0.35,1.19,7
14:49,19,21,40,0.36,0.75,0
17:36,19,15,34,1.75,0.06,1
17:55,19,15,48,0.69,0.67,2
11:45,18,16,67,1.77,2.77,3
20:24,19,17,74,1.78,2.61,4
15:53,15,16,72,0.87,1.18,5
15:09,28,16,42,1.54,2.95,5
18:16,20,17,36,0.56,1.68,6
18:19,18,16,24,0.59,0.9,7
08:33,20,24,84,0.48,0.84,0
17:45,19,17,40,1.58,1.84,1
17:49,19,17,66,1.23,0.97,2
11:23,18,16,56,1.91,0.33,3
16:11,18,15,87,0.75,2.5,4
13:13,16,16,74,1.34,0.09,5
11:19,22,16,88,1.29,0.39,5
19:34,18,15,30,0.48,2.74,6
15:48,20,17,33,0.81,0.45,7
09:08,18,22,75,0.58,2.61,0
18:21,18,17,31,1.61,1.44,1
17:27,18,17,63,1.68,0.45,2
11:51,19,15,82,1.55,0.17,3
20:57,19,16,85,0.68,2.53,4
17:13,15,15,59,1.93,2.14,5
20:58,25,16,75,0.9,0.79,5
18:21,20,16,35,1.63,1.21,6
20:17,20,15,38,0.67,2.97,7
11:58,20,24,57,0.67,0.58,0
18:05,19,15,39,1.19,0.5,1
18:54,20,16,41,1.45,0.65,2
11:25,18,15,48,0.19,1.8,3
14:08,18,16,83,0.28,2.7,4
17:37,17,15,90,1.87,1.05,5
11:03,28,16,66,1.74,1.21,5
12:34,19,15,37,0.93,1.95,6
18:31,18,17,27,0.51,0.23,7
10:08,18,24,66,0.23,2.69,0
17:53,18,15,32,1.83,2.76,1
17:18,19,17,80,1.66,0.75,2
11:24,19,16,60,0.28,2.05,3
17:32,20,16,84,1.27,2.52,4
09:14,14,15,68,0.76,0.72,5
09:42,29,17,67,1.74,0.73,5
10:10,19,15,37,1.7,2.52,6
20:13,20,15,38,0.68,1.72,7
11:45,20,22,61,0.34,2.8,0
18:36,18,17,35,1.87,2.35,1
18:21,20,16,62,0.57,0.52,2
11:36,18,15,62,1.42,1.99,3
17:04,20,15,74,0.69,2.53,4
12:05,16,17,69,1.57,1.7,5
09:34,21,15,88,1.61,2.01,5
08:32,18,16,30,0.9,1.82,6
19:50,20,16,37,0.42,1.41,7
08:14,20,25,45,0.96,1.71,0
17:14,18,15,30,1.25,1.78,1
17:51,18,17,85,1.64,0.52,2
11:10,18,16,88,1.4,1.76,3
13:52,20,15,64,1.35,2.33,4
13:42,17,15,72,1.72,2.27,5
12:26,23,15,65,1.02,1.98,5
16:11,19,16,39,1.34,0.27,6
21:41,19,16,38,0.39,2.92,7
11:49,18,25,97,0.54,2.9,0
18:28,19,16,39,1.02,0.75,1
17:46,20,16,89,1.61,0.25,2
11:16,18,16,46,0.85,1.01,3
17:03,20,17,51,1.82,2.29,4
07:56,15,17,45,1.0,2.53,5
15:53,22,17,53,1.92,0.81,5
09:59,20,16,38,0.09,1.29,6
15:04,18,17,32,0.81,2.24,7
09:42,18,26,95,0.33,2.59,0
18:43,18,15,40,1.44,0.01,1
17:48,19,15,66,0.36,0.36,2
11:35,18,16,66,1.77,1.68,3
12:44,20,16,74,0.74,2.62,4
17:38,14,16,62,1.68,0.92,5
16:16,22,15,79,1.91,0.54,5
17:42,18,15,37,1.05,2.1,6
16:52,20,17,20,0.28,0.08,7
11:47,20,25,99,0.02,2.65,0
18:54,18,17,30,1.37,2.84,1
17:55,20,15,81,0.45,0.52,2
11:48,19,17,57,0.91,0.88,3
15:15,19,16,50,1.57,2.51,4
10:02,16,16,80,1.68,1.01,5
21:12,29,16,66,0.11,1.75,5
08:52,19,15,33,1.62,1.56,6
17:10,20,15,28,0.63,2.17,7
15:15,19,24,94,0.55,2.0,0
17:42,20,15,39,1.72,1.25,1
18:45,18,17,55,0.5,0.87,2
11:51,20,15,75,0.55,1.17,3
15:06,18,17,81,0.14,2.34,4
20:02,17,17,75,0.81,0.1,5
19:21,24,17,71,0.31,2.31,5
18:15,19,15,36,0.62,1.37,6
16:13,19,16,35,0.31,0.54,7
10:24,19,26,50,0.04,2.75,0
17:14,20,17,35,1.06,0.15,1
18:54,19,15,77,1.46,0.23,2
11:39,18,16,53,0.52,1.67,3
11:39,19,15,68,1.64,2.35,4
15:50,17,17,42,1.49,1.66,5
10:16,27,15,88,1.37,2.24,5
21:45,20,17,33,1.79,0.96,6
17:06,18,16,32,0.53,0.14,7
08:23,19,21,46,0.45,0.52,0
17:52,18,16,40,1.59,2.44,1
17:07,18,15,73,1.96,0.81,2
11:33,18,16,77,0.67,2.39,3
16:31,18,16,89,0.56,2.81,4
12:11,15,16,73,0.12,2.41,5
07:25,24,17,79,1.24,2.93,5
08:41,19,15,33,1.49,1.36,6
21:34,20,17,38,0.88,1.3,7
08:18,19,24,56,0.15,0.41,0
18:50,19,16,33,1.67,0.15,1
17:50,19,17,70,0.97,0.03,2
11:37,19,16,48,0.98,1.23,3
18:19,18,17,58,0.66,2.39,4
10:26,15,15,44,0.09,0.46,5
17:24,26,16,66,0.26,2.11,5
10:09,20,16,35,1.95,2.58,6
17:30,19,16,28,0.48,1.76,7
15:14,19,23,58,0.86,0.72,0
18:58,19,15,30,1.74,2.41,1
17:41,20,15,62,0.71,0.66,2
11:40,20,15,70,0.78,0.69,3
10:55,20,17,78,0.04,2.44,4
19:13,15,16,82,1.98,0.19,5
16:03,27,15,78,1.06,0.89,5
16:02,18,16,38,1.11,0.58,6
20:23,18,16,32,0.8,2.85,7
12:07,20,21,46,0.09,2.37,0
17:14,20,15,31,1.12,2.42,1
18:34,20,17,57,0.07,0.35,2
11:46,20,17,44,1.01,2.42,3
15:11,20,17,41,1.96,2.69,4
16:03,14,16,70,1.97,1.96,5
21:33,25,17,73,0.38,2.27,5
21:31,18,17,33,1.71,2.91,6
19:08,19,16,32,0.47,1.37,7
14:59,19,26,44,0.94,0.55,0
18:16,20,15,31,1.07,1.56,1
18:49,18,17,63,1.27,0.04,2
11:23,20,15,50,1.36,0.33,3
18:18,18,16,83,0.29,2.07,4
08:41,14,16,78,1.54,1.17,5
13:50,29,17,89,1.82,0.18,5
08:15,20,16,33,1.53,1.2,6
17:43,18,16,35,0.3,0.29,7
14:21,18,23,85,0.85,0.1,0
17:10,19,15,33,1.67,1.1,1
17:28,19,16,58,1.17,0.52,2
11:10,18,15,78,0.88,1.81,3
14:22,19,17,72,0.32,2.16,4
12:16,15,16,80,1.33,0.37,5
09:37,26,15,77,1.44,0.9,5
16:23,20,17,31,1.56,2.36,6
19:34,18,15,28,0.16,2.6,7
07:33,19,21,61,0.31,0.07,0
17:29,18,17,36,1.27,0.9,1
17:32,19,15,52,0.6,0.88,2
11:21,20,16,55,0.29,1.58,3
12:31,18,17,60,1.81,2.54,4
21:45,14,16,55,0.97,1.83,5
07:12,26,17,72,1.21,1.65,5
19:50,20,17,37,1.79,1.0,6
19:29,20,17,33,0.37,1.2,7
11:18,18,25,67,0.22,1.99,0
17:41,19,17,39,1.61,1.8,1
18:59,18,16,83,0.11,0.67,2
11:35,19,16,73,1.68,1.32,3
11:34,19,16,43,0.87,2.93,4
21:48,17,16,80,1.5,1.56,5
09:48,22,15,40,0.48,1.77,5
20:22,19,17,31,1.35,0.57,6
17:45,19,17,38,0.79,1.88,7
10:32,20,21,72,0.71,0.82,0
17:10,19,15,30,1.51,0.67,1
18:08,19,15,67,1.88,0.61,2
11:42,20,17,86,1.05,2.37,3
15:56,18,16,46,0.76,2.88,4
20:17,15,16,84,1.03,0.84,5
12:23,29,17,67,0.17,1.23,5
07:27,18,16,37,0.69,1.59,6
14:15,20,15,25,0.49,1.73,7
12:25,19,21,53,0.34,2.67,0
17:49,18,17,31,1.79,2.69,1
18:17,19,15,48,0.68,0.59,2
11:04,18,17,73,1.0,2.36,3
12:54,18,16,47,0.97,2.11,4
07:42,16,15,61,1.55,0.6,5
08:08,25,17,73,0.83,1.21,5
14:15,18,17,32,2.0,1.57,6
21:29,18,17,27,0.61,0.98,7
14:12,19,22,90,0.41,0.58,0
17:05,19,17,34,1.25,2.33,1
18:28,19,17,81,1.25,0.67,2
11:32,18,15,44,0.09,0.53,3
13:43,20,16,54,0.29,2.41,4
21:49,16,16,43,0.71,2.25,5
13:32,24,15,41,1.56,1.93,5
07:49,20,17,31,0.84,2.64,6
14:37,19,16,36,0.81,2.49,7
12:26,18,26,95,0.75,0.85,0
17:40,19,16,32,1.5,0.97,1
17:32,20,17,70,1.52,0.22,2
11:55,18,16,47,0.67,0.15,3
18:53,19,16,66,0.52,2.47,4
17:55,14,16,67,0.42,2.71,5
20:27,25,15,74,0.22,1.5,5
14:40,19,16,31,0.13,0.56,6
17:51,20,15,36,0.46,2.64,7
14:27,20,22,94,0.36,0.24,0
17:23,18,17,37,1.55,0.46,1
17:09,18,16,71,0.16,0.56,2
11:30,18,17,64,0.5,1.65,3
18:44,19,15,86,0.11,2.04,4
09:30,17,16,78,0.46,2.87,5
11:43,23,15,83,1.78,1.48,5
12:37,18,15,32,1.68,0.69,6
18:46,18,17,38,0.16,1.95,7
09:32,19,21,40,0.33,2.91,0
18:26,20,16,40,1.04,0.91,1
18:13,18,17,88,0.38,0.87,2
11:07,20,15,86,1.25,2.01,3
10:22,18,17,66,0.77,2.01,4
14:51,17,16,72,1.45,2.38,5
17:10,29,17,80,1.93,0.7,5
08:54,19,16,36,1.29,2.71,6
17:59,18,16,25,0.98,0.01,7
11:49,20,21,99,0.54,2.94,0
17:05,19,15,30,1.42,2.13,1
17:31,20,17,85,0.49,0.53,2
11:57,18,15,42,1.63,2.45,3
08:15,19,15,64,0.26,2.5,4
11:33,16,15,52,1.4,1.03,5
11:00,29,15,63,1.09,2.2,5
07:33,19,17,39,0.71,0.52,6
16:40,19,17,36,0.13,2.08,7
10:29,20,26,48,0.42,2.17,0
18:05,19,15,30,1.58,2.29,1
18:25,19,15,40,1.39,0.07,2
11:20,20,15,63,1.87,2.01,3
11:38,18,17,76,0.44,2.45,4
07:19,15,15,52,0.06,0.85,5
09:24,25,16,66,1.92,1.16,5
16:20,18,15,38,1.13,1.95,6
17:29,20,16,26,0.99,2.58,7
09:44,20,26,58,0.88,0.23,0
17:49,20,15,30,1.85,1.81,1
17:49,18,15,86,1.2,0.79,2
11:36,18,15,77,0.16,1.52,3
11:51,20,16,90,1.3,2.89,4
16:24,14,17,56,0.44,2.94,5
18:31,21,17,85,0.04,2.57,5
07:35,20,15,39,1.44,1.73,6
16:15,20,16,33,0.34,1.17,7
12:27,18,26,48,0.47,1.51,0
17:16,18,16,31,1.18,0.38,1
18:39,19,16,55,1.54,0.78,2
11:24,20,16,66,1.35,2.8,3
20:41,19,17,55,0.93,2.23,4
16:13,16,17,86,0.34,2.95,5
19:43,22,15,48,1.79,2.46,5
12:15,19,17,30,1.89,2.72,6
15:07,19,17,22,0.12,1.93,7
08:34,18,21,56,0.73,2.75,0
18:54,18,16,38,1.33,1.49,1
17:11,18,17,69,1.21,0.45,2
11:01,19,15,53,1.97,1.45,3
14:10,20,17,55,1.84,2.11,4
19:55,15,17,84,1.4,0.88,5
07:41,24,15,60,1.6,0.41,5
11:07,19,15,35,0.26,0.06,6
19:41,20,16,38,0.04,2.28,7
11:11,18,22,90,0.83,2.97,0
17:27,18,17,35,1.74,2.8,1
17:41,20,16,68,0.66,0.65,2
11:58,19,15,56,0.3,0.94,3
21:21,18,17,63,0.65,2.1,4
11:50,16,17,77,1.36,1.18,5
14:33,25,16,87,0.46,0.12,5
15:08,19,17,31,0.24,3.0,6
17:13,18,17,25,0.38,2.14,7
15:27,19,22,97,0.69,1.73,0
17:23,20,15,36,1.91,1.52,1
17:44,20,16,64,1.79,0.43,2
11:43,18,15,83,0.47,1.28,3
11:05,18,17,54,1.4,2.76,4
09:53,14,16,83,1.0,0.8,5
15:09,25,15,65,0.44,1.26,5
18:44,19,17,38,0.24,0.17,6
18:37,18,15,23,0.98,1.22,7
07:19,20,23,42,0.22,0.96,0
17:43,20,17,38,1.56,0.81,1
17:03,18,17,85,0.31,0.87,2
11:15,18,16,85,0.52,0.15,3
19:25,20,17,78,1.72,2.39,4
11:55,17,15,44,0.09,1.27,5
17:30,23,16,70,0.39,2.34,5
10:26,20,16,35,0.03,1.34,6
14:30,20,15,31,0.09,2.17,7
10:25,20,21,99,0.98,2.55,0
18:13,19,15,31,1.74,1.12,1
17:32,18,17,86,1.05,0.42,2
11:57,19,15,65,1.44,2.97,3
12:41,18,17,49,0.73,2.93,4
08:53,14,15,73,1.42,2.91,5
21:24,28,15,43,0.09,2.64,5
10:11,20,15,33,0.78,1.14,6
14:34,19,15,22,0.39,0.6,7
08:15,20,23,76,0.11,1.32,0
18:24,19,15,35,1.28,1.86,1
17:41,19,17,80,0.64,0.18,2
11:15,20,17,90,1.67,1.33,3
21:47,18,16,86,0.16,2.03,4
18:30,17,15,48,0.45,0.71,5
19:20,23,15,62,0.36,2.37,5
20:48,20,17,35,0.41,1.39,6
14:54,20,17,22,0.36,0.96,7
07:04,20,25,47,0.73,2.19,0
17:22,19,17,39,1.53,0.37,1
18:34,19,16,59,1.91,0.15,2
11:44,19,15,73,1.53,2.46,3
20:30,20,17,44,0.65,2.42,4
21:04,14,16,87,1.69,0.21,5
15:28,22,17,49,1.23,2.6,5
07:36,20,15,34,1.9,2.37,6
20:58,20,17,37,0.51,0.87,7
07:16,18,25,70,0.68,1.18,0
18:57,18,16,30,1.95,2.39,1
17:41,19,17,74,0.22,0.88,2
11:51,20,16,66,0.1,1.6,3
11:52,18,17,56,1.99,2.54,4
20:44,15,17,46,0.64,0.79,5
08:30,27,16,71,1.32,0.22,5
08:51,18,16,34,1.66,0.21,6
19:26,18,17,26,0.96,2.72,7
12:55,19,21,88,0.37,1.02,0
18:00,20,16,36,1.46,1.39,1
17:36,18,15,81,1.59,0.5,2
11:53,19,15,83,1.17,2.56,3
19:55,19,16,80,1.5,2.21,4
16:35,14,17,50,0.19,0.6,5
17:24,28,17,83,0.66,0.53,5
09:15,18,15,34,1.1,2.37,6
14:14,18,15,26,0.1,0.63,7
